id,git_industry_category_key,git_pdf_template_type,git_filepath,git_filename,git_publishing_status,git_date_updated,git_commit_author,git_commit_subject,github_url,git_permalink,git_download_url,git_pdf_language,git_type_document,git_commit_hash,git_commit_hash_abbreviated,git_repository,git_change_type
,General,Guidance,pdf/guidance-dine-in-restaurants.pdf,guidance-dine-in-restaurants.pdf,"Git%20history","2020-06-12 14:37:59 -0700",Aaron Hans,"add all the pdfs",https://github.com/cagov/covid-static/blob/07ba2f62f21b430b848fd827b739c3d257d665ff/pdf/guidance-dine-in-restaurants.pdf,https://files.covid19.ca.gov/pdf/guidance-dine-in-restaurants.pdf,https://github.com/cagov/covid-static/raw/07ba2f62f21b430b848fd827b739c3d257d665ff/pdf/guidance-dine-in-restaurants.pdf,English,PDF,"07ba2f62f21b430b848fd827b739c3d257d665ff","07ba2f62",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-dine-in-restaurants.pdf,guidance-dine-in-restaurants.pdf,"Git%20history","2020-06-23 15:49:58 -0700",carterm,"Readding everything",https://github.com/cagov/covid-static/blob/749f839924eec05ecef6f48306b28e74f4c7b565/pdf/guidance-dine-in-restaurants.pdf,https://files.covid19.ca.gov/pdf/guidance-dine-in-restaurants.pdf,https://github.com/cagov/covid-static/raw/749f839924eec05ecef6f48306b28e74f4c7b565/pdf/guidance-dine-in-restaurants.pdf,English,PDF,"749f839924eec05ecef6f48306b28e74f4c7b565","749f8399",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-dine-in-restaurants.pdf,guidance-dine-in-restaurants.pdf,"Git%20history","2020-06-12 14:37:59 -0700",Aaron Hans,"add all the pdfs",https://github.com/cagov/covid-static/blob/07ba2f62f21b430b848fd827b739c3d257d665ff/pdf/guidance-dine-in-restaurants.pdf,https://files.covid19.ca.gov/pdf/guidance-dine-in-restaurants.pdf,https://github.com/cagov/covid-static/raw/07ba2f62f21b430b848fd827b739c3d257d665ff/pdf/guidance-dine-in-restaurants.pdf,English,PDF,"07ba2f62f21b430b848fd827b739c3d257d665ff","07ba2f62",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-energy--ar.pdf,guidance-energy--ar.pdf,"Git%20history","2020-07-31 18:12:51 -0700",Oriel Gomez,"Add files via upload",https://github.com/cagov/covid-static/blob/941aeb6ccd785ca128841c86b72d1d78f39321f0/pdf/guidance-energy--ar.pdf,https://files.covid19.ca.gov/pdf/guidance-energy--ar.pdf,https://github.com/cagov/covid-static/raw/941aeb6ccd785ca128841c86b72d1d78f39321f0/pdf/guidance-energy--ar.pdf,Arabic,PDF,"941aeb6ccd785ca128841c86b72d1d78f39321f0","941aeb6c",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-energy--en.pdf,guidance-energy--en.pdf,"Git%20history","2020-08-03 14:23:21 -0700",LizNobriga,"uploading-renamed-guidance-pdfs-forty",https://github.com/cagov/covid-static/blob/32e3f4fee9edddcb21608d5e0c40c2b7aa0fec46/pdf/guidance-energy--en.pdf,https://files.covid19.ca.gov/pdf/guidance-energy--en.pdf,https://github.com/cagov/covid-static/raw/32e3f4fee9edddcb21608d5e0c40c2b7aa0fec46/pdf/guidance-energy--en.pdf,English,PDF,"32e3f4fee9edddcb21608d5e0c40c2b7aa0fec46","32e3f4fe",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-energy--es.pdf,guidance-energy--es.pdf,"Git%20history","2020-07-31 18:12:51 -0700",Oriel Gomez,"Add files via upload",https://github.com/cagov/covid-static/blob/941aeb6ccd785ca128841c86b72d1d78f39321f0/pdf/guidance-energy--es.pdf,https://files.covid19.ca.gov/pdf/guidance-energy--es.pdf,https://github.com/cagov/covid-static/raw/941aeb6ccd785ca128841c86b72d1d78f39321f0/pdf/guidance-energy--es.pdf,Spanish,PDF,"941aeb6ccd785ca128841c86b72d1d78f39321f0","941aeb6c",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-energy--hmn.pdf,guidance-energy--hmn.pdf,"Git%20history","2020-08-10 14:30:55 -0700",LizNobriga,"upload-replace-translated-guidance-energy-12",https://github.com/cagov/covid-static/blob/56426bbacd4f459d141194b455f83f0941d45f72/pdf/guidance-energy--hmn.pdf,https://files.covid19.ca.gov/pdf/guidance-energy--hmn.pdf,https://github.com/cagov/covid-static/raw/56426bbacd4f459d141194b455f83f0941d45f72/pdf/guidance-energy--hmn.pdf,Hmong,PDF,"56426bbacd4f459d141194b455f83f0941d45f72","56426bba",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-energy--hy.pdf,guidance-energy--hy.pdf,"Git%20history","2020-08-10 14:30:55 -0700",LizNobriga,"upload-replace-translated-guidance-energy-12",https://github.com/cagov/covid-static/blob/56426bbacd4f459d141194b455f83f0941d45f72/pdf/guidance-energy--hy.pdf,https://files.covid19.ca.gov/pdf/guidance-energy--hy.pdf,https://github.com/cagov/covid-static/raw/56426bbacd4f459d141194b455f83f0941d45f72/pdf/guidance-energy--hy.pdf,Armenian,PDF,"56426bbacd4f459d141194b455f83f0941d45f72","56426bba",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-energy--km.pdf,guidance-energy--km.pdf,"Git%20history","2020-08-10 14:30:55 -0700",LizNobriga,"upload-replace-translated-guidance-energy-12",https://github.com/cagov/covid-static/blob/56426bbacd4f459d141194b455f83f0941d45f72/pdf/guidance-energy--km.pdf,https://files.covid19.ca.gov/pdf/guidance-energy--km.pdf,https://github.com/cagov/covid-static/raw/56426bbacd4f459d141194b455f83f0941d45f72/pdf/guidance-energy--km.pdf,Khmer,PDF,"56426bbacd4f459d141194b455f83f0941d45f72","56426bba",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-energy--ko.pdf,guidance-energy--ko.pdf,"Git%20history","2020-08-10 14:30:55 -0700",LizNobriga,"upload-replace-translated-guidance-energy-12",https://github.com/cagov/covid-static/blob/56426bbacd4f459d141194b455f83f0941d45f72/pdf/guidance-energy--ko.pdf,https://files.covid19.ca.gov/pdf/guidance-energy--ko.pdf,https://github.com/cagov/covid-static/raw/56426bbacd4f459d141194b455f83f0941d45f72/pdf/guidance-energy--ko.pdf,Korean,PDF,"56426bbacd4f459d141194b455f83f0941d45f72","56426bba",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-energy--ru.pdf,guidance-energy--ru.pdf,"Git%20history","2020-07-31 18:12:51 -0700",Oriel Gomez,"Add files via upload",https://github.com/cagov/covid-static/blob/941aeb6ccd785ca128841c86b72d1d78f39321f0/pdf/guidance-energy--ru.pdf,https://files.covid19.ca.gov/pdf/guidance-energy--ru.pdf,https://github.com/cagov/covid-static/raw/941aeb6ccd785ca128841c86b72d1d78f39321f0/pdf/guidance-energy--ru.pdf,Russian,PDF,"941aeb6ccd785ca128841c86b72d1d78f39321f0","941aeb6c",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-energy--th.pdf,guidance-energy--th.pdf,"Git%20history","2020-08-10 14:30:55 -0700",LizNobriga,"upload-replace-translated-guidance-energy-12",https://github.com/cagov/covid-static/blob/56426bbacd4f459d141194b455f83f0941d45f72/pdf/guidance-energy--th.pdf,https://files.covid19.ca.gov/pdf/guidance-energy--th.pdf,https://github.com/cagov/covid-static/raw/56426bbacd4f459d141194b455f83f0941d45f72/pdf/guidance-energy--th.pdf,Thai,PDF,"56426bbacd4f459d141194b455f83f0941d45f72","56426bba",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-energy--tl.pdf,guidance-energy--tl.pdf,"Git%20history","2020-07-31 18:12:51 -0700",Oriel Gomez,"Add files via upload",https://github.com/cagov/covid-static/blob/941aeb6ccd785ca128841c86b72d1d78f39321f0/pdf/guidance-energy--tl.pdf,https://files.covid19.ca.gov/pdf/guidance-energy--tl.pdf,https://github.com/cagov/covid-static/raw/941aeb6ccd785ca128841c86b72d1d78f39321f0/pdf/guidance-energy--tl.pdf,Tagalog,PDF,"941aeb6ccd785ca128841c86b72d1d78f39321f0","941aeb6c",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-energy--vi.pdf,guidance-energy--vi.pdf,"Git%20history","2020-08-10 14:30:55 -0700",LizNobriga,"upload-replace-translated-guidance-energy-12",https://github.com/cagov/covid-static/blob/56426bbacd4f459d141194b455f83f0941d45f72/pdf/guidance-energy--vi.pdf,https://files.covid19.ca.gov/pdf/guidance-energy--vi.pdf,https://github.com/cagov/covid-static/raw/56426bbacd4f459d141194b455f83f0941d45f72/pdf/guidance-energy--vi.pdf,Vietnamese,PDF,"56426bbacd4f459d141194b455f83f0941d45f72","56426bba",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-energy--zh-hans.pdf,guidance-energy--zh-hans.pdf,"Git%20history","2020-07-31 18:12:51 -0700",Oriel Gomez,"Add files via upload",https://github.com/cagov/covid-static/blob/941aeb6ccd785ca128841c86b72d1d78f39321f0/pdf/guidance-energy--zh-hans.pdf,https://files.covid19.ca.gov/pdf/guidance-energy--zh-hans.pdf,https://github.com/cagov/covid-static/raw/941aeb6ccd785ca128841c86b72d1d78f39321f0/pdf/guidance-energy--zh-hans.pdf,Chinese%20Simplified,PDF,"941aeb6ccd785ca128841c86b72d1d78f39321f0","941aeb6c",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-energy--zh-hant.pdf,guidance-energy--zh-hant.pdf,"Git%20history","2020-07-31 18:12:51 -0700",Oriel Gomez,"Add files via upload",https://github.com/cagov/covid-static/blob/941aeb6ccd785ca128841c86b72d1d78f39321f0/pdf/guidance-energy--zh-hant.pdf,https://files.covid19.ca.gov/pdf/guidance-energy--zh-hant.pdf,https://github.com/cagov/covid-static/raw/941aeb6ccd785ca128841c86b72d1d78f39321f0/pdf/guidance-energy--zh-hant.pdf,Chinese%20Traditional,PDF,"941aeb6ccd785ca128841c86b72d1d78f39321f0","941aeb6c",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-energy.pdf,guidance-energy.pdf,"Git%20history","2020-06-23 15:49:58 -0700",carterm,"Readding everything",https://github.com/cagov/covid-static/blob/749f839924eec05ecef6f48306b28e74f4c7b565/pdf/guidance-energy.pdf,https://files.covid19.ca.gov/pdf/guidance-energy.pdf,https://github.com/cagov/covid-static/raw/749f839924eec05ecef6f48306b28e74f4c7b565/pdf/guidance-energy.pdf,English,PDF,"749f839924eec05ecef6f48306b28e74f4c7b565","749f8399",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-energy.pdf,guidance-energy.pdf,"Git%20history","2020-06-12 14:37:59 -0700",Aaron Hans,"add all the pdfs",https://github.com/cagov/covid-static/blob/07ba2f62f21b430b848fd827b739c3d257d665ff/pdf/guidance-energy.pdf,https://files.covid19.ca.gov/pdf/guidance-energy.pdf,https://github.com/cagov/covid-static/raw/07ba2f62f21b430b848fd827b739c3d257d665ff/pdf/guidance-energy.pdf,English,PDF,"07ba2f62f21b430b848fd827b739c3d257d665ff","07ba2f62",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-energy.pdf,guidance-energy.pdf,"Git%20history","2020-06-23 15:49:58 -0700",carterm,"Readding everything",https://github.com/cagov/covid-static/blob/749f839924eec05ecef6f48306b28e74f4c7b565/pdf/guidance-energy.pdf,https://files.covid19.ca.gov/pdf/guidance-energy.pdf,https://github.com/cagov/covid-static/raw/749f839924eec05ecef6f48306b28e74f4c7b565/pdf/guidance-energy.pdf,English,PDF,"749f839924eec05ecef6f48306b28e74f4c7b565","749f8399",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-energy.pdf,guidance-energy.pdf,"Git%20history","2020-06-12 14:37:59 -0700",Aaron Hans,"add all the pdfs",https://github.com/cagov/covid-static/blob/07ba2f62f21b430b848fd827b739c3d257d665ff/pdf/guidance-energy.pdf,https://files.covid19.ca.gov/pdf/guidance-energy.pdf,https://github.com/cagov/covid-static/raw/07ba2f62f21b430b848fd827b739c3d257d665ff/pdf/guidance-energy.pdf,English,PDF,"07ba2f62f21b430b848fd827b739c3d257d665ff","07ba2f62",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-energy_and_utilities--ar.pdf,guidance-energy_and_utilities--ar.pdf,"Git%20history","2020-07-28 11:06:52 -0700",Kimberly Glenn,"Add files via upload",https://github.com/cagov/covid-static/blob/3f2203d752979c46b6acad7fe39144aafb339ff6/pdf/guidance-energy_and_utilities--ar.pdf,https://files.covid19.ca.gov/pdf/guidance-energy_and_utilities--ar.pdf,https://github.com/cagov/covid-static/raw/3f2203d752979c46b6acad7fe39144aafb339ff6/pdf/guidance-energy_and_utilities--ar.pdf,Arabic,PDF,"3f2203d752979c46b6acad7fe39144aafb339ff6","3f2203d7",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-energy_and_utilities--es.pdf,guidance-energy_and_utilities--es.pdf,"Git%20history","2020-07-28 10:59:06 -0700",Kimberly Glenn,"Add files via upload",https://github.com/cagov/covid-static/blob/44d2ce7824aa403b43e26b712956d8207a21c456/pdf/guidance-energy_and_utilities--es.pdf,https://files.covid19.ca.gov/pdf/guidance-energy_and_utilities--es.pdf,https://github.com/cagov/covid-static/raw/44d2ce7824aa403b43e26b712956d8207a21c456/pdf/guidance-energy_and_utilities--es.pdf,Spanish,PDF,"44d2ce7824aa403b43e26b712956d8207a21c456","44d2ce78",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-energy_and_utilities--ru.pdf,guidance-energy_and_utilities--ru.pdf,"Git%20history","2020-07-28 10:53:00 -0700",Kimberly Glenn,"Add files via upload",https://github.com/cagov/covid-static/blob/6f5a71e1d7dec4f93f6705fe3681dc08d579f71b/pdf/guidance-energy_and_utilities--ru.pdf,https://files.covid19.ca.gov/pdf/guidance-energy_and_utilities--ru.pdf,https://github.com/cagov/covid-static/raw/6f5a71e1d7dec4f93f6705fe3681dc08d579f71b/pdf/guidance-energy_and_utilities--ru.pdf,Russian,PDF,"6f5a71e1d7dec4f93f6705fe3681dc08d579f71b","6f5a71e1",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-energy_and_utilities--zh-Hans.pdf,guidance-energy_and_utilities--zh-Hans.pdf,"Git%20history","2020-07-28 10:49:03 -0700",Kimberly Glenn,"Add files via upload",https://github.com/cagov/covid-static/blob/fb8878cfb5f666c65e7ca8a8781cc9c4b6b791e6/pdf/guidance-energy_and_utilities--zh-Hans.pdf,https://files.covid19.ca.gov/pdf/guidance-energy_and_utilities--zh-Hans.pdf,https://github.com/cagov/covid-static/raw/fb8878cfb5f666c65e7ca8a8781cc9c4b6b791e6/pdf/guidance-energy_and_utilities--zh-Hans.pdf,Chinese%20Simplified,PDF,"fb8878cfb5f666c65e7ca8a8781cc9c4b6b791e6","fb8878cf",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-energy_and_utilities_tl.pdf,guidance-energy_and_utilities_tl.pdf,"Git%20history","2020-07-28 11:11:12 -0700",Kimberly Glenn,"Add files via upload",https://github.com/cagov/covid-static/blob/89c48394e9c5f0dbc55b1efff3cea83264a27f50/pdf/guidance-energy_and_utilities_tl.pdf,https://files.covid19.ca.gov/pdf/guidance-energy_and_utilities_tl.pdf,https://github.com/cagov/covid-static/raw/89c48394e9c5f0dbc55b1efff3cea83264a27f50/pdf/guidance-energy_and_utilities_tl.pdf,English,PDF,"89c48394e9c5f0dbc55b1efff3cea83264a27f50","89c48394",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-expanded-personal-care-services--ar.pdf,guidance-expanded-personal-care-services--ar.pdf,"Git%20history","2020-08-03 20:04:28 -0700",Oriel Gomez,"Add files via upload",https://github.com/cagov/covid-static/blob/693bd7d7430f8234d2293edb785c17fbf65f6cdc/pdf/guidance-expanded-personal-care-services--ar.pdf,https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--ar.pdf,https://github.com/cagov/covid-static/raw/693bd7d7430f8234d2293edb785c17fbf65f6cdc/pdf/guidance-expanded-personal-care-services--ar.pdf,Arabic,PDF,"693bd7d7430f8234d2293edb785c17fbf65f6cdc","693bd7d7",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-expanded-personal-care-services--en.pdf,guidance-expanded-personal-care-services--en.pdf,"Git%20history","2020-08-03 14:23:21 -0700",LizNobriga,"uploading-renamed-guidance-pdfs-forty",https://github.com/cagov/covid-static/blob/32e3f4fee9edddcb21608d5e0c40c2b7aa0fec46/pdf/guidance-expanded-personal-care-services--en.pdf,https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--en.pdf,https://github.com/cagov/covid-static/raw/32e3f4fee9edddcb21608d5e0c40c2b7aa0fec46/pdf/guidance-expanded-personal-care-services--en.pdf,English,PDF,"32e3f4fee9edddcb21608d5e0c40c2b7aa0fec46","32e3f4fe",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-expanded-personal-care-services--es.pdf,guidance-expanded-personal-care-services--es.pdf,"Git%20history","2020-08-03 19:37:43 -0700",LizNobriga,"uploading-translated-pdfs-personal-care-services",https://github.com/cagov/covid-static/blob/94fec5ac2b7335ceb5d98abcfecd4b2b90ad8d94/pdf/guidance-expanded-personal-care-services--es.pdf,https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--es.pdf,https://github.com/cagov/covid-static/raw/94fec5ac2b7335ceb5d98abcfecd4b2b90ad8d94/pdf/guidance-expanded-personal-care-services--es.pdf,Spanish,PDF,"94fec5ac2b7335ceb5d98abcfecd4b2b90ad8d94","94fec5ac",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-expanded-personal-care-services--hmn.pdf,guidance-expanded-personal-care-services--hmn.pdf,"Git%20history","2020-08-04 14:11:31 -0700",LizNobriga,"replacing-translated-guidance-personal-care-twelve",https://github.com/cagov/covid-static/blob/090549186de44a3755586e6b63083032a0851ccd/pdf/guidance-expanded-personal-care-services--hmn.pdf,https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--hmn.pdf,https://github.com/cagov/covid-static/raw/090549186de44a3755586e6b63083032a0851ccd/pdf/guidance-expanded-personal-care-services--hmn.pdf,Hmong,PDF,"090549186de44a3755586e6b63083032a0851ccd","09054918",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-expanded-personal-care-services--hy.pdf,guidance-expanded-personal-care-services--hy.pdf,"Git%20history","2020-08-04 14:11:31 -0700",LizNobriga,"replacing-translated-guidance-personal-care-twelve",https://github.com/cagov/covid-static/blob/090549186de44a3755586e6b63083032a0851ccd/pdf/guidance-expanded-personal-care-services--hy.pdf,https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--hy.pdf,https://github.com/cagov/covid-static/raw/090549186de44a3755586e6b63083032a0851ccd/pdf/guidance-expanded-personal-care-services--hy.pdf,Armenian,PDF,"090549186de44a3755586e6b63083032a0851ccd","09054918",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-expanded-personal-care-services--km.pdf,guidance-expanded-personal-care-services--km.pdf,"Git%20history","2020-08-04 14:11:31 -0700",LizNobriga,"replacing-translated-guidance-personal-care-twelve",https://github.com/cagov/covid-static/blob/090549186de44a3755586e6b63083032a0851ccd/pdf/guidance-expanded-personal-care-services--km.pdf,https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--km.pdf,https://github.com/cagov/covid-static/raw/090549186de44a3755586e6b63083032a0851ccd/pdf/guidance-expanded-personal-care-services--km.pdf,Khmer,PDF,"090549186de44a3755586e6b63083032a0851ccd","09054918",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-expanded-personal-care-services--ko.pdf,guidance-expanded-personal-care-services--ko.pdf,"Git%20history","2020-08-03 19:37:43 -0700",LizNobriga,"uploading-translated-pdfs-personal-care-services",https://github.com/cagov/covid-static/blob/94fec5ac2b7335ceb5d98abcfecd4b2b90ad8d94/pdf/guidance-expanded-personal-care-services--ko.pdf,https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--ko.pdf,https://github.com/cagov/covid-static/raw/94fec5ac2b7335ceb5d98abcfecd4b2b90ad8d94/pdf/guidance-expanded-personal-care-services--ko.pdf,Korean,PDF,"94fec5ac2b7335ceb5d98abcfecd4b2b90ad8d94","94fec5ac",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-expanded-personal-care-services--pa.pdf,guidance-expanded-personal-care-services--pa.pdf,"Git%20history","2020-10-09 15:46:57 -0700",LizNobriga,"replacing-translated-guidance-personal-care",https://github.com/cagov/covid-static/blob/c291d495a5da6683f018cc96ceecdcfeff519a43/pdf/guidance-expanded-personal-care-services--pa.pdf,https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--pa.pdf,https://github.com/cagov/covid-static/raw/c291d495a5da6683f018cc96ceecdcfeff519a43/pdf/guidance-expanded-personal-care-services--pa.pdf,Punjabi,PDF,"c291d495a5da6683f018cc96ceecdcfeff519a43","c291d495",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-expanded-personal-care-services--ru.pdf,guidance-expanded-personal-care-services--ru.pdf,"Git%20history","2020-08-04 14:11:31 -0700",LizNobriga,"replacing-translated-guidance-personal-care-twelve",https://github.com/cagov/covid-static/blob/090549186de44a3755586e6b63083032a0851ccd/pdf/guidance-expanded-personal-care-services--ru.pdf,https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--ru.pdf,https://github.com/cagov/covid-static/raw/090549186de44a3755586e6b63083032a0851ccd/pdf/guidance-expanded-personal-care-services--ru.pdf,Russian,PDF,"090549186de44a3755586e6b63083032a0851ccd","09054918",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-expanded-personal-care-services--th.pdf,guidance-expanded-personal-care-services--th.pdf,"Git%20history","2020-08-04 14:11:31 -0700",LizNobriga,"replacing-translated-guidance-personal-care-twelve",https://github.com/cagov/covid-static/blob/090549186de44a3755586e6b63083032a0851ccd/pdf/guidance-expanded-personal-care-services--th.pdf,https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--th.pdf,https://github.com/cagov/covid-static/raw/090549186de44a3755586e6b63083032a0851ccd/pdf/guidance-expanded-personal-care-services--th.pdf,Thai,PDF,"090549186de44a3755586e6b63083032a0851ccd","09054918",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-expanded-personal-care-services--tl.pdf,guidance-expanded-personal-care-services--tl.pdf,"Git%20history","2020-08-04 14:11:31 -0700",LizNobriga,"replacing-translated-guidance-personal-care-twelve",https://github.com/cagov/covid-static/blob/090549186de44a3755586e6b63083032a0851ccd/pdf/guidance-expanded-personal-care-services--tl.pdf,https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--tl.pdf,https://github.com/cagov/covid-static/raw/090549186de44a3755586e6b63083032a0851ccd/pdf/guidance-expanded-personal-care-services--tl.pdf,Tagalog,PDF,"090549186de44a3755586e6b63083032a0851ccd","09054918",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-expanded-personal-care-services--vi.pdf,guidance-expanded-personal-care-services--vi.pdf,"Git%20history","2020-08-03 19:37:43 -0700",LizNobriga,"uploading-translated-pdfs-personal-care-services",https://github.com/cagov/covid-static/blob/94fec5ac2b7335ceb5d98abcfecd4b2b90ad8d94/pdf/guidance-expanded-personal-care-services--vi.pdf,https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--vi.pdf,https://github.com/cagov/covid-static/raw/94fec5ac2b7335ceb5d98abcfecd4b2b90ad8d94/pdf/guidance-expanded-personal-care-services--vi.pdf,Vietnamese,PDF,"94fec5ac2b7335ceb5d98abcfecd4b2b90ad8d94","94fec5ac",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-expanded-personal-care-services--zh-hans.pdf,guidance-expanded-personal-care-services--zh-hans.pdf,"Git%20history","2020-08-03 19:37:43 -0700",LizNobriga,"uploading-translated-pdfs-personal-care-services",https://github.com/cagov/covid-static/blob/94fec5ac2b7335ceb5d98abcfecd4b2b90ad8d94/pdf/guidance-expanded-personal-care-services--zh-hans.pdf,https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--zh-hans.pdf,https://github.com/cagov/covid-static/raw/94fec5ac2b7335ceb5d98abcfecd4b2b90ad8d94/pdf/guidance-expanded-personal-care-services--zh-hans.pdf,Chinese%20Simplified,PDF,"94fec5ac2b7335ceb5d98abcfecd4b2b90ad8d94","94fec5ac",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-expanded-personal-care-services--zh-hant.pdf,guidance-expanded-personal-care-services--zh-hant.pdf,"Git%20history","2020-08-03 20:04:28 -0700",Oriel Gomez,"Add files via upload",https://github.com/cagov/covid-static/blob/693bd7d7430f8234d2293edb785c17fbf65f6cdc/pdf/guidance-expanded-personal-care-services--zh-hant.pdf,https://files.covid19.ca.gov/pdf/guidance-expanded-personal-care-services--zh-hant.pdf,https://github.com/cagov/covid-static/raw/693bd7d7430f8234d2293edb785c17fbf65f6cdc/pdf/guidance-expanded-personal-care-services--zh-hant.pdf,Chinese%20Traditional,PDF,"693bd7d7430f8234d2293edb785c17fbf65f6cdc","693bd7d7",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-expanded-personal-services--en.pdf,guidance-expanded-personal-services--en.pdf,"Git%20history","2020-07-29 15:41:52 -0700",LizNobriga,"replacing-guidance-36",https://github.com/cagov/covid-static/blob/47b9b6b1b08338794c90b30f293c37e91d3c53d5/pdf/guidance-expanded-personal-services--en.pdf,https://files.covid19.ca.gov/pdf/guidance-expanded-personal-services--en.pdf,https://github.com/cagov/covid-static/raw/47b9b6b1b08338794c90b30f293c37e91d3c53d5/pdf/guidance-expanded-personal-services--en.pdf,English,PDF,"47b9b6b1b08338794c90b30f293c37e91d3c53d5","47b9b6b1",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-family-entertainment--ar.pdf,guidance-family-entertainment--ar.pdf,"Git%20history","2020-07-28 11:20:16 -0700",Oriel Gomez,"Add files via upload",https://github.com/cagov/covid-static/blob/bc3d51df3d2f4ceea8eddea38625afc53c6ad2e6/pdf/guidance-family-entertainment--ar.pdf,https://files.covid19.ca.gov/pdf/guidance-family-entertainment--ar.pdf,https://github.com/cagov/covid-static/raw/bc3d51df3d2f4ceea8eddea38625afc53c6ad2e6/pdf/guidance-family-entertainment--ar.pdf,Arabic,PDF,"bc3d51df3d2f4ceea8eddea38625afc53c6ad2e6","bc3d51df",https://github.com/cagov/covid-static/,Added,
,General,Guidance,pdf/guidance-family-entertainment--en.pdf,guidance-family-entertainment--en.pdf,"Git%20history","2020-08-03 14:23:21 -0700",LizNobriga,"uploading-renamed-guidance-pdfs-forty",https://github.com/cagov/covid-static/blob/32e3f4fee9edddcb21608d5e0c40c2b7aa0fec46/pdf/guidance-family-entertainment--en.pdf,https://files.covid19.ca.gov/pdf/guidance-family-entertainment--en.pdf,https://github.com/cagov/covid-static/raw/32e3f4fee9edddcb21608d5e0c40c2b7aa0fec46/pdf/guidance-family-entertainment--en.pdf,English,PDF,"32e3f4fee9edddcb21608d5e0c40c2b7aa0fec46","32e3f4fe",https://github.com/cagov/covid-static/,Added,
