Date, Filename, Author, Github URL, Direct Download URL
2020-06-18, pdf/Allied-network-solutions-inc-DMV-2.pdf, Aaron Hans, https://github.com/cagov/covid-static/blob/12fbb4e94139303e556101ff1893cd1aacabb8ce/pdf/Allied-network-solutions-inc-DMV-2.pdf, https://github.com/cagov/covid-static/raw/12fbb4e94139303e556101ff1893cd1aacabb8ce/pdf/Allied-network-solutions-inc-DMV-2.pdf
2020-06-23, pdf/Allied-network-solutions-inc-DMV.pdf, carterm, https://github.com/cagov/covid-static/blob/749f839924eec05ecef6f48306b28e74f4c7b565/pdf/Allied-network-solutions-inc-DMV.pdf, https://github.com/cagov/covid-static/raw/749f839924eec05ecef6f48306b28e74f4c7b565/pdf/Allied-network-solutions-inc-DMV.pdf
2020-06-23, pdf/Allied-network-solutions-inc-DMV.pdf, carterm, https://github.com/cagov/covid-static/blob/e55db052697203e76942226af260b879f29c4167/pdf/Allied-network-solutions-inc-DMV.pdf, https://github.com/cagov/covid-static/raw/e55db052697203e76942226af260b879f29c4167/pdf/Allied-network-solutions-inc-DMV.pdf
2020-06-18, pdf/Allied-network-solutions-inc-DMV.pdf, Aaron Hans, https://github.com/cagov/covid-static/blob/12fbb4e94139303e556101ff1893cd1aacabb8ce/pdf/Allied-network-solutions-inc-DMV.pdf, https://github.com/cagov/covid-static/raw/12fbb4e94139303e556101ff1893cd1aacabb8ce/pdf/Allied-network-solutions-inc-DMV.pdf
2020-06-29, pdf/Analytica-consulting-LLC-CDPH.pdf, Aaron Hans, https://github.com/cagov/covid-static/blob/dab5cebc9dae206acb0abab8a7386f639c1c32d3/pdf/Analytica-consulting-LLC-CDPH.pdf, https://github.com/cagov/covid-static/raw/dab5cebc9dae206acb0abab8a7386f639c1c32d3/pdf/Analytica-consulting-LLC-CDPH.pdf
2020-06-23, pdf/Analytica-consulting-LLC-CDT.pdf, carterm, https://github.com/cagov/covid-static/blob/749f839924eec05ecef6f48306b28e74f4c7b565/pdf/Analytica-consulting-LLC-CDT.pdf, https://github.com/cagov/covid-static/raw/749f839924eec05ecef6f48306b28e74f4c7b565/pdf/Analytica-consulting-LLC-CDT.pdf
2020-06-23, pdf/Analytica-consulting-LLC-CDT.pdf, carterm, https://github.com/cagov/covid-static/blob/e55db052697203e76942226af260b879f29c4167/pdf/Analytica-consulting-LLC-CDT.pdf, https://github.com/cagov/covid-static/raw/e55db052697203e76942226af260b879f29c4167/pdf/Analytica-consulting-LLC-CDT.pdf
2020-06-12, pdf/Analytica-consulting-LLC-CDT.pdf, Aaron Hans, https://github.com/cagov/covid-static/blob/07ba2f62f21b430b848fd827b739c3d257d665ff/pdf/Analytica-consulting-LLC-CDT.pdf, https://github.com/cagov/covid-static/raw/07ba2f62f21b430b848fd827b739c3d257d665ff/pdf/Analytica-consulting-LLC-CDT.pdf
2020-06-23, pdf/Aramark-uniform-services-DGS.pdf, carterm, https://github.com/cagov/covid-static/blob/749f839924eec05ecef6f48306b28e74f4c7b565/pdf/Aramark-uniform-services-DGS.pdf, https://github.com/cagov/covid-static/raw/749f839924eec05ecef6f48306b28e74f4c7b565/pdf/Aramark-uniform-services-DGS.pdf
2020-06-23, pdf/Aramark-uniform-services-DGS.pdf, carterm, https://github.com/cagov/covid-static/blob/e55db052697203e76942226af260b879f29c4167/pdf/Aramark-uniform-services-DGS.pdf, https://github.com/cagov/covid-static/raw/e55db052697203e76942226af260b879f29c4167/pdf/Aramark-uniform-services-DGS.pdf
2020-06-12, pdf/Aramark-uniform-services-DGS.pdf, Aaron Hans, https://github.com/cagov/covid-static/blob/07ba2f62f21b430b848fd827b739c3d257d665ff/pdf/Aramark-uniform-services-DGS.pdf, https://github.com/cagov/covid-static/raw/07ba2f62f21b430b848fd827b739c3d257d665ff/pdf/Aramark-uniform-services-DGS.pdf
2020-06-23, pdf/Ashli-healthcare-inc-DGS.pdf, carterm, https://github.com/cagov/covid-static/blob/749f839924eec05ecef6f48306b28e74f4c7b565/pdf/Ashli-healthcare-inc-DGS.pdf, https://github.com/cagov/covid-static/raw/749f839924eec05ecef6f48306b28e74f4c7b565/pdf/Ashli-healthcare-inc-DGS.pdf
2020-06-23, pdf/Ashli-healthcare-inc-DGS.pdf, carterm, https://github.com/cagov/covid-static/blob/e55db052697203e76942226af260b879f29c4167/pdf/Ashli-healthcare-inc-DGS.pdf, https://github.com/cagov/covid-static/raw/e55db052697203e76942226af260b879f29c4167/pdf/Ashli-healthcare-inc-DGS.pdf
2020-06-12, pdf/Ashli-healthcare-inc-DGS.pdf, Aaron Hans, https://github.com/cagov/covid-static/blob/07ba2f62f21b430b848fd827b739c3d257d665ff/pdf/Ashli-healthcare-inc-DGS.pdf, https://github.com/cagov/covid-static/raw/07ba2f62f21b430b848fd827b739c3d257d665ff/pdf/Ashli-healthcare-inc-DGS.pdf
2020-06-26, pdf/Aya-healthcare-inc-CDPH.pdf, Aaron Hans, https://github.com/cagov/covid-static/blob/94109a603958f384886f153dfbed00f2f06291a7/pdf/Aya-healthcare-inc-CDPH.pdf, https://github.com/cagov/covid-static/raw/94109a603958f384886f153dfbed00f2f06291a7/pdf/Aya-healthcare-inc-CDPH.pdf
2020-06-23, pdf/Aya-healthcare-inc-CDPH.pdf, carterm, https://github.com/cagov/covid-static/blob/749f839924eec05ecef6f48306b28e74f4c7b565/pdf/Aya-healthcare-inc-CDPH.pdf, https://github.com/cagov/covid-static/raw/749f839924eec05ecef6f48306b28e74f4c7b565/pdf/Aya-healthcare-inc-CDPH.pdf
2020-06-23, pdf/Aya-healthcare-inc-CDPH.pdf, carterm, https://github.com/cagov/covid-static/blob/e55db052697203e76942226af260b879f29c4167/pdf/Aya-healthcare-inc-CDPH.pdf, https://github.com/cagov/covid-static/raw/e55db052697203e76942226af260b879f29c4167/pdf/Aya-healthcare-inc-CDPH.pdf
2020-06-12, pdf/Aya-healthcare-inc-CDPH.pdf, Aaron Hans, https://github.com/cagov/covid-static/blob/07ba2f62f21b430b848fd827b739c3d257d665ff/pdf/Aya-healthcare-inc-CDPH.pdf, https://github.com/cagov/covid-static/raw/07ba2f62f21b430b848fd827b739c3d257d665ff/pdf/Aya-healthcare-inc-CDPH.pdf
2020-07-08, pdf/BAC-california-LLC-CDPH.pdf, LizNobriga, https://github.com/cagov/covid-static/blob/bf2ba301f4fc5c1363b4a9c34ff6276a4744c98c/pdf/BAC-california-LLC-CDPH.pdf, https://github.com/cagov/covid-static/raw/bf2ba301f4fc5c1363b4a9c34ff6276a4744c98c/pdf/BAC-california-LLC-CDPH.pdf
2020-06-29, pdf/BAC-california-LLC-CDPH.pdf, Aaron Hans, https://github.com/cagov/covid-static/blob/dab5cebc9dae206acb0abab8a7386f639c1c32d3/pdf/BAC-california-LLC-CDPH.pdf, https://github.com/cagov/covid-static/raw/dab5cebc9dae206acb0abab8a7386f639c1c32d3/pdf/BAC-california-LLC-CDPH.pdf
2020-06-23, pdf/BYD-Contract.pdf, carterm, https://github.com/cagov/covid-static/blob/749f839924eec05ecef6f48306b28e74f4c7b565/pdf/BYD-Contract.pdf, https://github.com/cagov/covid-static/raw/749f839924eec05ecef6f48306b28e74f4c7b565/pdf/BYD-Contract.pdf
2020-06-23, pdf/BYD-Contract.pdf, carterm, https://github.com/cagov/covid-static/blob/e55db052697203e76942226af260b879f29c4167/pdf/BYD-Contract.pdf, https://github.com/cagov/covid-static/raw/e55db052697203e76942226af260b879f29c4167/pdf/BYD-Contract.pdf
2020-06-12, pdf/BYD-Contract.pdf, Aaron Hans, https://github.com/cagov/covid-static/blob/07ba2f62f21b430b848fd827b739c3d257d665ff/pdf/BYD-Contract.pdf, https://github.com/cagov/covid-static/raw/07ba2f62f21b430b848fd827b739c3d257d665ff/pdf/BYD-Contract.pdf
